Unidad Primaria de Muestreo,Vivienda seleccionada,Consecutivo del hogar en la vivienda,Consecutivo del residente habitual miembro del hogar,,Clave Llave única para cada migrante internacional delcalrado en el hogar en la base (UPM+VIV_SEL+HOGAR+N_REN),Clave única de identificación del hogar (UPM+VIV_SEL+ HOGAR),Clave única de identificación de la vivienda (UPM+VIV_SEL+HOGAR),Clave de Entidad Federativa de levantamiento de la información,Clave de tamaño de localidad,"P4.4 Cuando (NOMBRE) se fue la última vez, ¿vivía con ustedes?",P4.5 ¿En qué estado de la República Mexicana o país nació (NOMBRE)?,P4.5 ¿En qué estado de la República Mexicana o país nació (NOMBRE)?  (Otra entidad),P4.5 ¿En qué estado de la República Mexicana o país nació (NOMBRE)?  (Otro país),P4.6 (NOMBRE) es hombre o mujer,P4.7 ¿Qué es (NOMBRE) de la jefa o jefe del hogar?,P4.7 ¿Qué es (NOMBRE) de la jefa o jefe del hogar? (Otro parentesco),"P4.8 La última vez que (NOMBRE) se fue, ¿cuántos años cumplidos tenía?","P4.9 La última vez que (NOMBRE) se fue a vivir a otro país, ¿en qué estado de la República Mexicana vivía?","P4.9 La última vez que (NOMBRE) se fue a vivir a otro país, ¿en qué estado de la República Mexicana vivía? (Otra entidad)",P4.10 ¿En qué mes y año se fue a vivir (NOMBRE) a otro país la última vez? (Mes),P4.10 ¿En qué mes y año se fue a vivir (NOMBRE) a otro país la última vez? (Año),P4.11 ¿A qué país se fue (NOMBRE) la última vez?,P4.11 ¿A qué país se fue (NOMBRE) la última vez? (Otro país),P4.12 ¿A qué estado de EUA llegó (NOMBRE) a vivir (la última vez)?,P4.12C ¿A qué estado de EUA llegó (NOMBRE) a vivir (la última vez)? (Otro estado),"P4.13 Cuando (NOMBRE) se fue la última vez, ¿qué tipo de documento llevaba?",P4.14 ¿Cuál fue el motivo principal por el que (NOMBRE) se fue la última vez?,P4.14A ¿Se fue a buscar trabajo? ¿Con trabajo?,,P4.15 ¿En qué país vive actualmente (NOMBRE)?,P4.15 ¿En qué país vive actualmente (NOMBRE)? (Otro país),P4.16 ¿En qué estado de EUA vive actualmente (NOMBRE)?,,"P4.17 Cuando (NOMBRE) se regresó a México, ¿en qué estado de EUA o país vivía?","P4.17 Cuando (NOMBRE) se regresó a México, ¿en qué estado de EUA o país vivía? (Otro estado)","P4.17 Cuando (NOMBRE) se regresó a México, ¿en qué estado de EUA o país vivía? (Otro país)",P4.18 ¿En qué mes y año regresó (NOMBRE) a vivir a la República Mexicana? (Mes),P4.18 ¿En qué mes y año regresó (NOMBRE) a vivir a la República Mexicana? (Año),P4.19 ¿Cuál fue el motivo principal por el que (NOMBRE) se regresó?,P4.19 ¿Cuál fue el motivo principal por el que (NOMBRE) se regresó? (Otro motivo),P4.20 (NOMBRE) actualmente forma parte de este hogar?,P4.20 Número de renglón en la lista de personas,Factor de expansión a nivel vivienda,"Tamaño de localidad, segunda agrupación","Tamaño de localidad, tercera agrupación",P4.8.AG1 Edad al emigrar ( grupos quinquenales),P4.8.AG2 Edad al emigrar por grandes grupos,Condición de tenencia de documento para ingresar a EUA,Condición de retorno a México,Duración de migración (en meses),Duración de migración (agrupado),Estrato sociodemográfico,Estrato de diseño muestral,Unidad Primaria de Muestreo
3260115,8,1,1,326012000000.0,326012000000.0,3260115081,326011508,Zacatecas,Localidad menor de 2 500 habitantes,Sí,En otro estado,Chihuahua,,Hombre,Jefa(e),,26,"Aquí, en este estado",,Marzo,2015,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Ningún documento,Buscar trabajo o trabajar,,,2,,,,Texas,,,Junio,2016.0,Reunirse con la familia,,Sí,1.0,131,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,25 a 29 años,18 a 29 años,Sin documento,Retornó,15.0,De un año a 3 años,Bajo,607,15163
1160778,9,1,1,116078000000.0,116078000000.0,1160778091,116077809,Guanajuato,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Guanajuato,,Hombre,Jefa(e),,27,"Aquí, en este estado",,Marzo,2014,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Florida,,Ningún documento,Buscar trabajo o trabajar,,,2,,,,Florida,,,Diciembre,2015.0,Reunirse con la familia,,Sí,1.0,375,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,25 a 29 años,18 a 29 años,Sin documento,Retornó,21.0,De un año a 3 años,Bajo,195,5652
917611,5,1,1,91761105101.0,91761105101.0,917611051,91761105,Ciudad de México,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Ciudad de México,,Hombre,Jefa(e),,24,"Aquí, en este estado",,Fecha de emigración no especificada,2014,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,2,,,,California,,,No sabe,2014.0,Falta de trabajo,,Sí,1.0,651,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,20 a 24 años,18 a 29 años,Con documento,Retornó,1.0,,Medio alto,152,4650
917769,1,1,1,91776901101.0,91776901101.0,917769011,91776901,Ciudad de México,Localidad de 100 000 y más habitantes,Sí,En otro estado,Baja California,,Mujer,Jefa(e),,30,"Aquí, en este estado",,Marzo,2018,Otro país,REPUBLICA DE PANAMA,,,,Buscar trabajo o trabajar,,,2,,,,Otro país,,REPUBLICA DE PANAMA,Abril,2018.0,Falta de trabajo,,Sí,1.0,784,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,30 a 34 años,30 a 59 años,,Retornó,1.0,Menos de un año,Medio alto,152,4654
1701714,7,1,1,170171000000.0,,1701714071,170171407,Morelos,Localidad de 15 000 a 99 999 habitantes,Sí,En otro estado,Ciudad de México,,Hombre,Esposa(o) o compañera(o),,40,"Aquí, en este estado",,Junio,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,MINNESOTA,Es ciudadano(a) estadounidense,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,MINNESOTA,,,,,,,,,,145,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,40 a 44 años,30 a 59 años,Con documento,No retornó,,,Medio bajo,309,8008
500644,5,1,1,50064405101.0,,500644051,50064405,Coahuila de Zaragoza,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Coahuila de Zaragoza,,Hombre,Esposa(o) o compañera(o),,42,"Aquí, en este estado",,Enero,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Texas,TEXAS,,,,,,,,,,247,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,40 a 44 años,30 a 59 años,Sin documento,No retornó,,,Medio alto,78,2094
2808183,6,1,1,280818000000.0,,2808183061,280818306,Tamaulipas,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Tamaulipas,,Hombre,Hija(o),,29,"Aquí, en este estado",,Junio,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Texas,TEXAS,,,,,,,,,,428,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,25 a 29 años,18 a 29 años,Con documento,No retornó,,,Medio bajo,518,13497
914392,3,1,1,91439203101.0,91439203102.0,914392031,91439203,Ciudad de México,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Ciudad de México,,Hombre,Hija(o),,50,"Aquí, en este estado",,Agosto,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Visa de turista,Buscar trabajo o trabajar,,,2,,,,Texas,,,Diciembre,2017.0,Reunirse con la familia,,Sí,2.0,924,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,50 a 54 años,30 a 59 años,Con documento,Retornó,4.0,Menos de un año,Alto,153,4524
2604275,4,1,1,260428000000.0,260428000000.0,2604275041,260427504,Sonora,Localidad de 100 000 y más habitantes,Sí,En otro estado,Sinaloa,,Hombre,Jefa(e),,28,"Aquí, en este estado",,Septiembre,2016,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,COLORADO,Ningún documento,Buscar trabajo o trabajar,,,2,,,,Otro estado,COLORADO,,Abril,2017.0,Reunirse con la familia,,Sí,1.0,292,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,25 a 29 años,18 a 29 años,Sin documento,Retornó,7.0,Menos de un año,Medio alto,459,12433
3009557,4,1,1,300956000000.0,300956000000.0,3009557041,300955704,Veracruz de Ignacio de la Llave,Localidad de 2 500 a 14 999 habitantes,Sí,En otro estado,Tamaulipas,,Hombre,Jefa(e),,33,"Aquí, en este estado",,Junio,2016,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,GEORGIA,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,2,,,,Otro estado,LOUISIANA,,Octubre,2016.0,Otro motivo,Vencimiento de autorización migratoria,Sí,1.0,498,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,30 a 34 años,30 a 59 años,Con documento,Retornó,4.0,Menos de un año,Bajo,571,14306
1361152,16,1,1,136115000000.0,,1361152161,136115216,Hidalgo,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Hidalgo,,Hombre,Hija(o),,1,"Aquí, en este estado",,Mayo,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Nueva York,,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Nueva York,NUEVA YORK,,,,,,,,,,221,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,00 a 05 años,00 a 17 años,Con documento,No retornó,,,Bajo,232,6285
300835,6,1,1,30083506101.0,,300835061,30083506,Baja California Sur,Localidad de 15 000 a 99 999 habitantes,Sí,"Aquí, en este estado",Baja California Sur,,Mujer,Nieta(o),,18,"Aquí, en este estado",,Julio,2018,Otro país,CANADA,,,,Buscar trabajo o trabajar,,,3,CANADA,,,,,,,,,,,,70,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,15 a 19 años,18 a 29 años,,No retornó,,,Medio bajo,40,1482
2901638,1,1,1,290164000000.0,,2901638011,290163801,Tlaxcala,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Tlaxcala,,Hombre,Jefa(e),,44,"Aquí, en este estado",,Diciembre,2016,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Texas,TEXAS,,,,,,,,,,118,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,40 a 44 años,30 a 59 años,Con documento,No retornó,,,Medio bajo,525,13866
2002537,8,1,1,200254000000.0,,2002537081,200253708,Oaxaca,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Oaxaca,,Mujer,Hija(o),,32,"Aquí, en este estado",,Octubre,2016,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,California,CALIFORNIA,,,,,,,,,,369,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,30 a 34 años,30 a 59 años,Sin documento,No retornó,,,Medio bajo,357,9415
260046,9,1,1,26004609101.0,,260046091,26004609,Baja California,Localidad menor de 2 500 habitantes,Sí,En Estados Unidos de América,,,Hombre,Hija(o),,43,"Aquí, en este estado",,Agosto,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Arizona,,Es ciudadano(a) estadounidense,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Arizona,ARIZONA,,,,,,,,,,222,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,40 a 44 años,30 a 59 años,Con documento,No retornó,,,Medio bajo,35,1172
1060224,18,1,1,106022000000.0,106022000000.0,1060224181,106022418,Durango,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Durango,,Hombre,Jefa(e),,49,"Aquí, en este estado",,Mayo,2014,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Permiso para residir,Buscar trabajo o trabajar,,,2,,,,Texas,,,Febrero,2015.0,Falta de trabajo,,Sí,1.0,173,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,45 a 49 años,30 a 59 años,Con documento,Retornó,9.0,Menos de un año,Bajo,170,5242
1003214,19,1,1,100321000000.0,100321000000.0,1003214191,100321419,Durango,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Durango,,Hombre,Jefa(e),,999,"Aquí, en este estado",,Fecha de emigración no especificada,9999,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,MINNESOTA,Ningún documento,Buscar trabajo o trabajar,,,2,,,,Otro estado,MINNESOTA,,Diciembre,2014.0,Le deportaron (regresaron),,Sí,1.0,150,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,Edad no especificada,NE Edad al emigrar,Sin documento,Retornó,99.0,No especificado,Medio bajo,168,5209
1003214,19,1,2,100321000000.0,100321000000.0,1003214191,100321419,Durango,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Durango,,Mujer,Esposa(o) o compañera(o),,999,"Aquí, en este estado",,Fecha de emigración no especificada,9999,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,MINNESOTA,Ningún documento,Buscar trabajo o trabajar,,,2,,,,Otro estado,MINNESOTA,,No sabe,9999.0,Reunirse con la familia,,Sí,2.0,150,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,Edad no especificada,NE Edad al emigrar,Sin documento,Retornó,99.0,No especificado,Medio bajo,168,5209
1003214,19,1,3,100321000000.0,100321000000.0,1003214191,100321419,Durango,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Durango,,Hombre,Hija(o),,999,"Aquí, en este estado",,Fecha de emigración no especificada,9999,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,MINNESOTA,Ningún documento,Buscar trabajo o trabajar,,,2,,,,Otro estado,MINNESOTA,,No sabe,9999.0,Reunirse con la familia,,Sí,3.0,150,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,Edad no especificada,NE Edad al emigrar,Sin documento,Retornó,99.0,No especificado,Medio bajo,168,5209
2503181,3,1,1,250318000000.0,,2503181031,250318103,Sinaloa,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Sinaloa,,Hombre,Hija(o),,48,"Aquí, en este estado",,Diciembre,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,WASHINGTON,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,WASHINGTON,,,,,,,,,,176,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,45 a 49 años,30 a 59 años,Con documento,No retornó,,,Alto,438,11842
2161757,1,1,1,216176000000.0,216176000000.0,2161757011,216175701,Puebla,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Puebla,,Hombre,Jefa(e),,38,"Aquí, en este estado",,Septiembre,2016,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Florida,,Ningún documento,Buscar trabajo o trabajar,,,2,,,,Florida,,,Septiembre,2017.0,Le deportaron (regresaron),,Sí,1.0,499,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,35 a 39 años,30 a 59 años,Sin documento,Retornó,12.0,De un año a 3 años,Bajo,380,9919
3200741,5,1,1,320074000000.0,320074000000.0,3200741051,320074105,Zacatecas,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Zacatecas,,Hombre,Jefa(e),,37,"Aquí, en este estado",,Abril,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Visa de turista,Buscar trabajo o trabajar,,,2,,,,Texas,,,Septiembre,2017.0,Otro motivo,Vencimiento de autorización migratoria,Sí,1.0,159,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,35 a 39 años,30 a 59 años,Con documento,Retornó,5.0,Menos de un año,Alto,600,15033
160232,15,1,1,16023215101.0,,160232151,16023215,Aguascalientes,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Aguascalientes,,Hombre,Esposa(o) o compañera(o),,47,"Aquí, en este estado",,Junio,2016,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,OKLAHOMA,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,OKLAHOMA,,,,,,,,,,117,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,45 a 49 años,30 a 59 años,Con documento,No retornó,,,Medio bajo,12,526
1505653,5,1,1,150565000000.0,,1505653051,150565305,Estado de México,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Estado de México,,Mujer,Hija(o),,19,"Aquí, en este estado",,Mayo,2015,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,COLORADO,Es ciudadano(a) estadounidense,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,COLORADO,,,,,,,,,,1202,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,15 a 19 años,18 a 29 años,Con documento,No retornó,,,Medio bajo,254,6978
1460791,19,1,1,146079000000.0,,1460791191,146079119,Jalisco,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Jalisco,,Hombre,Jefa(e),,26,"Aquí, en este estado",,Agosto,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,KENTUCKY,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,KENTUCKY,,,,,,,,,,940,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,25 a 29 años,18 a 29 años,Con documento,No retornó,,,Medio bajo,252,6832
1361536,13,1,1,136154000000.0,,1361536131,136153613,Hidalgo,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Hidalgo,,Hombre,Jefa(e),,50,"Aquí, en este estado",,Septiembre,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,ARKANSAS,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,ARKANSAS,,,,,,,,,,216,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,50 a 54 años,30 a 59 años,Con documento,No retornó,,,Medio bajo,233,6307
100318,3,1,1,10031803101.0,10031803103.0,100318031,10031803,Aguascalientes,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Aguascalientes,,Hombre,Hija(o),,32,"Aquí, en este estado",,Febrero,2015,Otro país,COMMONWEALTH DE AUSTRALIA,,,,Estudiar,,,2,,,,Otro país,,COMMONWEALTH DE AUSTRALIA,No sabe,2016.0,Terminó estudios,,Sí,3.0,124,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,30 a 34 años,30 a 59 años,,Retornó,1.0,,Alto,3,77
2808183,13,1,1,280818000000.0,280818000000.0,2808183131,280818313,Tamaulipas,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Tamaulipas,,Mujer,Esposa(o) o compañera(o),,40,"Aquí, en este estado",,Enero,2015,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Permiso para residir,Otro motivo,,No sabe,2,,,,Texas,,,Abril,2015.0,Otro motivo,Estudiar o trabajar en México,Sí,2.0,428,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,40 a 44 años,30 a 59 años,Con documento,Retornó,3.0,Menos de un año,Medio bajo,518,13497
400809,2,1,1,40080902101.0,40080902103.0,400809021,40080902,Campeche,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Campeche,,Hombre,Hija(o),,18,En otro estado,Veracruz de Ignacio de la Llave,Enero,2018,Otro país,CANADA,,,,Buscar trabajo o trabajar,,,2,,,,Otro país,,CANADA,Julio,2018.0,Falta de trabajo,,Sí,3.0,124,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,15 a 19 años,18 a 29 años,,Retornó,6.0,Menos de un año,Medio bajo,56,1853
1400264,5,1,1,140026000000.0,140026000000.0,1400264051,140026405,Jalisco,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Jalisco,,Hombre,Jefa(e),,38,"Aquí, en este estado",,Febrero,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,2,,,,California,,,Julio,2017.0,Reunirse con la familia,,Sí,1.0,661,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,35 a 39 años,30 a 59 años,Con documento,Retornó,5.0,Menos de un año,Medio alto,236,6319
1760061,3,1,1,176006000000.0,,1760061031,176006103,Morelos,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Morelos,,Hombre,Hija(o),,26,"Aquí, en este estado",,Agosto,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Arizona,,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Arizona,ARIZONA,,,,,,,,,,161,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,25 a 29 años,18 a 29 años,Sin documento,No retornó,,,Medio bajo,315,8214
1760061,3,1,2,176006000000.0,,1760061031,176006103,Morelos,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Morelos,,Hombre,Nuera/yerno,,30,"Aquí, en este estado",,Agosto,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,California,CALIFORNIA,,,,,,,,,,161,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,30 a 34 años,30 a 59 años,Sin documento,No retornó,,,Medio bajo,315,8214
3063066,3,1,1,306307000000.0,,3063066031,306306603,Veracruz de Ignacio de la Llave,Localidad menor de 2 500 habitantes,Sí,En Estados Unidos de América,,,Hombre,Hija(o),,24,"Aquí, en este estado",,Marzo,2015,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,CAROLINA DEL NORTE,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,CAROLINA DEL NORTE,,,,,,,,,,582,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,20 a 24 años,18 a 29 años,Con documento,No retornó,,,Bajo,579,14391
1060228,9,1,1,106023000000.0,,1060228091,106022809,Durango,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Durango,,Hombre,Nuera/yerno,,25,"Aquí, en este estado",,Junio,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,OKLAHOMA,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,OKLAHOMA,,,,,,,,,,117,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,25 a 29 años,18 a 29 años,Con documento,No retornó,,,Medio bajo,171,5243
1360900,19,1,1,136090000000.0,,1360900191,136090019,Hidalgo,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Hidalgo,,Hombre,Esposa(o) o compañera(o),,34,"Aquí, en este estado",,Marzo,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Illinois,,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Illinois,ILLINOIS,,,,,,,,,,227,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,30 a 34 años,30 a 59 años,Sin documento,No retornó,,,Bajo,232,6272
1360900,19,1,2,136090000000.0,,1360900191,136090019,Hidalgo,Localidad menor de 2 500 habitantes,Sí,En Estados Unidos de América,,,Mujer,Otro,Hijastra o hijastro,16,"Aquí, en este estado",,Julio,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Illinois,,Es ciudadano(a) estadounidense,Estudiar,,,1,ESTADOS UNIDOS DE AMERICA,Illinois,ILLINOIS,,,,,,,,,,227,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,15 a 19 años,18 a 29 años,Con documento,No retornó,,,Bajo,232,6272
1860446,4,1,1,186045000000.0,,1860446041,186044604,Nayarit,Localidad menor de 2 500 habitantes,Sí,En Estados Unidos de América,,,Hombre,Hija(o),,21,"Aquí, en este estado",,Abril,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Visa de turista,Buscar trabajo o trabajar,,,2,,,,California,,,Noviembre,2017.0,Reunirse con la familia,,No,,122,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,20 a 24 años,18 a 29 años,Con documento,Retornó,7.0,Menos de un año,Bajo,325,8593
1860469,14,1,1,186047000000.0,,1860469141,186046914,Nayarit,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Nayarit,,Hombre,Hija(o),,27,"Aquí, en este estado",,Febrero,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,WASHINGTON,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,WASHINGTON,,,,,,,,,,106,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,25 a 29 años,18 a 29 años,Con documento,No retornó,,,Medio bajo,326,8594
2502469,4,1,1,250247000000.0,,2502469041,250246904,Sinaloa,Localidad de 100 000 y más habitantes,Sí,En otro estado,Baja California,,Mujer,Otro,Madre o padre,43,"Aquí, en este estado",,Marzo,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Visa de turista,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,California,CALIFORNIA,,,,,,,,,,225,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,40 a 44 años,30 a 59 años,Con documento,No retornó,,,Medio alto,434,11787
2502469,4,1,2,250247000000.0,,2502469041,250246904,Sinaloa,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Sinaloa,,Hombre,Otro,Madre o padre,49,"Aquí, en este estado",,Julio,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Visa de turista,Reunirse con la familia,,,1,ESTADOS UNIDOS DE AMERICA,California,CALIFORNIA,,,,,,,,,,225,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,45 a 49 años,30 a 59 años,Con documento,No retornó,,,Medio alto,434,11787
101115,2,1,1,10111502101.0,10111502104.0,101115021,10111502,Aguascalientes,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Aguascalientes,,Hombre,Hija(o),,25,"Aquí, en este estado",,Junio,2018,Otro país,REPUBLICA FEDERAL DE ALEMANIA,,,,Buscar trabajo o trabajar,,,2,,,,Otro país,,REPUBLICA FEDERAL DE ALEMANIA,Julio,2018.0,Otro motivo,Estudiar o trabajar en México,Sí,4.0,109,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,25 a 29 años,18 a 29 años,,Retornó,1.0,Menos de un año,Medio alto,2,260
